symbol,SL32271,SL5882,SL6338,SL6407,SL6409,SL6663,SL6670,SL7380,SL7622,SL7854
ADSL,378,205,615,416,1190,720,974,1214,629,390
ADSS1,312,102,348,155,467,216,367,430,436,260
ADSS2,398,229,697,244,1263,781,937,1598,958,502
ADTRP,3,1,14,18,11,22,3,1,6,1
AEBP1,5980,3041,7474,15897,5081,1570,4158,6530,2885,5609
AEBP2,581,327,1052,681,1968,1114,1337,2412,1040,762
AEN,248,78,201,572,323,200,311,322,253,191
AFAP1,893,524,1813,653,2539,1360,1390,3998,2454,713
AFAP1-AS1,28,25,88,19,54,57,62,65,64,13
AFAP1L1,65,63,134,278,173,101,283,189,136,145
AFAP1L2,367,329,982,743,1388,914,1280,1494,884,854
AFDN,1717,1151,3323,3149,4995,4267,4628,6762,4339,3398
AFF1,532,281,949,1085,1269,539,1080,1503,1164,1042
AFF2,62,41,156,36,236,140,175,348,188,113
AFF3,640,595,1652,458,2674,1311,2035,2979,1630,447
AFF4,2312,1552,5229,3057,10071,3751,5464,11763,5700,3822
AFG1L,87,61,249,124,409,194,234,543,261,296
AFG3L1P,483,402,570,921,913,678,1041,716,698,768
AFG3L2,566,391,1244,455,1971,1408,1423,2337,1283,665
AFM,0,0,3,8,5,0,0,0,0,0
AFMID,425,134,512,252,688,517,807,493,684,914
AFP,0,0,1,4,2,0,0,1,0,0
AFTPH,807,728,2140,1421,3606,2782,3268,4832,2459,1287
AFTPH-DT,24,15,45,25,178,40,73,113,40,10
AGA,113,89,225,97,469,240,386,531,298,227
AGAP1,4815,3215,11361,3630,12445,10299,11205,17809,12313,7149
AGAP1-IT1,13,2,7,20,11,14,12,11,12,20
AGAP11,1,0,3,1,1,1,1,1,2,2
AGAP2,24039,11616,25854,4268,31445,30499,30350,33811,31336,3763
AGAP2-AS1,15,4,7,10,11,16,19,14,17,6
AGAP3,13495,4857,13761,6930,14457,17118,17280,17135,15304,4049
AGAP4,71,17,1,3,57,91,124,1,95,65
AGAP5,8,11,9,6,12,17,12,8,25,16
AGAP6,341,237,249,346,339,302,535,422,549,354
AGAP9,3,1,4,3,7,4,8,6,0,5
AGBL1-AS1,3,0,14,9,13,6,2,2,2,5
AGBL2,147,41,197,162,275,30,39,79,34,25
AGBL3,78,41,137,89,190,98,156,233,190,160
AGBL4,184,96,348,100,520,312,350,644,364,136
AGBL4-AS1,0,1,1,7,0,0,3,0,0,4
AGBL4-IT1,5,0,4,3,5,5,4,1,8,9
AGBL5,612,442,1021,455,1496,1004,1299,1738,1207,727
AGBL5-AS1,4,2,12,2,4,6,4,6,3,8
AGER,119,94,150,283,111,207,184,175,140,154
AGFG1,936,606,2295,1085,4243,1809,2595,4871,2546,1336
AGFG2,3189,1344,4136,1680,3968,3359,4288,4996,3732,1078
AGGF1,588,402,1745,530,2281,1997,2596,3627,1918,1401
AGGF1P4,0,0,0,2,0,0,0,0,0,0
AGGF1P6,0,0,0,7,4,0,0,0,0,1
AGGF1P7,0,0,1,1,1,0,0,0,0,0
AGGF1P8,0,0,1,10,1,0,0,0,0,0
AGGF1P9,0,0,0,13,3,0,0,0,0,0
AGK,607,416,1146,563,2030,1030,1407,2214,1418,753
AGKP1,0,0,0,0,0,0,0,0,0,0
AGKP2,0,0,1,3,1,0,1,0,0,0
AGL,502,398,1487,375,2117,800,1601,2836,1446,1591
AGMAT,16,22,47,35,70,42,26,54,56,23
AGMO,13,5,27,34,76,17,29,30,20,27
AGO1,1465,1063,3579,1713,5215,2579,3570,6304,3530,2720
AGO2,571,190,532,845,1112,507,761,1041,789,651
AGO3,932,546,1829,1619,2204,1630,2484,2938,2106,2511
AGO4,710,485,1108,779,2191,881,1251,2021,1431,1136
AGPAT1,1403,813,2631,1440,3378,2969,3078,4289,2183,850
AGPAT2,373,146,363,176,340,304,374,370,335,197
AGPAT3,3285,2035,6491,4083,8460,4768,6501,10178,6171,4026
AGPAT4,1056,647,2099,1945,3836,1869,2274,4678,3175,1833
AGPAT5,666,538,2026,1028,3776,1592,2258,4256,1873,1302
AGPAT5P1,0,0,0,0,0,0,0,0,0,0
AGPS,333,223,1026,418,1768,804,1142,2132,1022,865
AGR2,0,0,8,17,6,0,0,0,0,4
AGR3,0,1,2,13,8,0,0,0,0,0
AGRN,16832,6025,13112,4714,9930,11970,18406,8995,12411,5618
AGRP,22,26,27,27,30,45,75,45,69,58
AGT,3854,2989,8147,7045,9440,2429,10427,10321,5540,7987
AGTPBP1,618,337,1372,488,2515,1251,1278,2620,1522,1373
AGTR1,5,8,11,30,9,9,23,4,15,13
AGTR2,0,0,1,4,2,0,0,0,0,0
AGTRAP,343,114,556,509,459,322,501,447,266,309
AGXT,1,2,12,9,11,1,4,1,4,2
AGXT2,0,0,6,13,11,0,0,1,1,0
AHCTF1,764,471,1223,935,2057,1048,1710,2376,1698,1171
AHCY,1268,720,2780,903,3880,2441,2579,3742,2152,950
AHCYL1,11944,7200,21172,14206,34641,14594,23175,41736,21748,22480
AHCYL2,1396,1433,3207,2731,5790,2300,3905,6966,3892,2609
AHCYP2,4,2,6,9,12,4,3,7,5,2
AHCYP3,1,3,6,6,5,3,9,9,3,7
AHCYP4,0,0,2,6,6,0,1,1,0,0
AHCYP5,0,5,3,11,9,11,9,13,16,2
AHCYP7,0,1,6,4,4,1,3,1,2,4
AHDC1,9083,2696,7392,4344,5802,5927,6624,7422,8313,2907
AHI1,1451,772,2015,2600,2706,3116,4010,4350,3657,4263
AHI1-DT,48,32,131,58,136,68,118,156,99,117
AHNAK,4154,3554,11925,7096,13437,5049,9236,15912,9347,10325
AHNAK2,432,176,855,259,773,597,353,932,665,244
AHR,277,88,437,173,505,287,338,685,485,285
AHRR,61,35,112,49,90,106,76,161,225,67
AHSA1,1102,614,1935,2178,2898,2232,2711,3697,1834,866
AHSA2P,834,454,998,1376,1168,549,1102,688,1500,1561
AHSG,8,2,10,8,13,10,5,7,7,4
AHSP,0,0,3,6,3,0,0,0,0,5
AICDA,0,0,7,20,13,0,0,0,0,2
AIDA,288,317,778,472,1167,596,884,1717,857,467
AIDAP2,114,75,246,374,251,240,487,235,413,670
AIF1,35,17,63,33,75,88,108,201,76,82
AIF1L,2722,2014,5502,5677,5820,4572,6165,7242,7266,8513
AIFM1,303,245,548,337,1018,625,783,1119,630,270
AIFM1P1,0,0,2,3,0,0,0,0,0,0
AIFM2,561,328,531,466,615,614,706,872,837,381
AIFM3,2131,1485,2473,2314,2693,3165,4195,3675,2827,1886
AIG1,455,246,879,446,1434,754,989,1781,918,774
AIG1P1,3,0,2,3,5,0,0,0,1,2
AIM2,13,0,22,17,17,10,16,21,9,15
AIMP1,287,195,641,467,931,806,1108,1392,750,645
AIMP1P1,7,11,19,40,18,30,37,18,38,69
AIMP2,115,50,175,112,235,174,220,278,126,98
AIP,941,523,1657,880,2029,2239,2552,2565,1142,726
AIPL1,3,0,9,17,15,5,10,5,4,2
AIRE,260,83,132,83,140,97,165,156,203,116
AIRN,12,3,11,12,24,27,11,29,27,19
AJAP1,1792,1184,3503,2103,5881,3259,3674,9384,5510,1114
AJM1,9710,1173,5164,592,2791,4744,5082,5388,6974,947
AJUBA,69,50,227,144,159,73,148,126,112,116
AK1,294,137,477,446,383,418,441,523,313,245
AK2,461,300,794,657,1103,698,1093,1366,1052,795
AK2P1,1,0,2,1,5,0,1,4,0,2
AK3,849,716,1942,1320,2925,1762,2363,3845,2253,2227
AK3P3,32,26,44,29,93,75,76,60,64,81
AK3P4,1,0,0,3,0,0,0,0,1,0
AK4,1066,1042,3913,1549,5136,2290,3478,6638,3192,2024
AK4P5,0,0,1,0,0,0,0,0,0,1
AK5,4063,3600,7958,989,15209,8985,7791,23589,13423,2590
AK6,556,337,956,450,1801,1101,1643,1900,977,512
AK6P1,0,0,2,3,2,0,0,0,0,0
AK6P2,0,0,3,6,4,0,1,0,0,0
AK7,342,138,783,215,776,284,260,800,341,132
AK8,166,45,305,84,273,102,151,357,160,98
AK9,322,219,698,349,913,714,763,1037,717,649
AKAIN1,0,0,4,0,8,8,2,5,3,1
AKAP1,2067,1383,4303,1056,5380,3764,5306,5781,3637,2277
AKAP10,562,350,987,525,1721,1008,1507,1984,1364,884
AKAP11,4738,3991,14711,2129,27172,13161,15243,33687,15342,4448
AKAP12,4438,3154,13717,13589,18196,12509,16389,18616,10551,6813
AKAP13,1593,1062,3365,4070,4951,3789,3379,5919,3428,2251
AKAP14,16,4,33,20,36,10,23,22,18,5
AKAP17A,2096,653,1289,1131,1435,1576,2154,1803,1825,913
AKAP3,24,29,108,42,83,72,90,132,80,58
AKAP4,0,0,1,5,1,0,0,0,0,0
AKAP5,2373,1389,3857,519,9070,4784,4971,10672,5407,920
AKAP6,1997,1514,5566,1422,10010,4050,5778,10268,5677,2989
AKAP7,237,142,436,258,652,540,722,1060,623,859
AKAP8,754,400,740,750,1188,787,1392,1073,1021,567
AKAP8L,4018,2033,2735,2439,3263,3671,5373,3621,3362,1895
AKAP8P1,1,0,7,7,3,0,0,0,0,1
AKAP9,5991,4257,11008,6830,15970,18659,19188,21168,15761,14486
AKIP1,250,138,496,205,658,481,609,885,463,213
AKIRIN1,1244,707,2638,2533,4506,2791,3514,5984,2657,1778
AKIRIN1P1,0,0,2,3,3,7,1,2,2,4
AKIRIN2,875,263,1406,502,2155,1670,1939,3025,1711,466
AKNA,3839,1026,2901,1470,2716,2045,2773,3023,3085,1143
AKNAD1,11,3,19,32,44,9,20,14,14,37
AKR1A1,541,352,1099,471,1567,1182,1516,1765,836,494
AKR1B1,2315,1335,4516,1301,6836,5056,6098,7839,3291,1158
AKR1B10,2,1,5,11,3,0,2,0,1,0
AKR1B10P2,0,0,0,6,2,0,0,0,0,2
AKR1B15,6,2,10,7,11,1,2,2,1,4
AKR1B1P1,5,4,8,3,7,1,4,8,10,23
AKR1C1,53,44,75,68,153,87,206,148,170,112
AKR1C2,14,37,62,47,77,114,93,96,65,21
AKR1C3,88,51,293,274,274,169,388,312,156,161
AKR1C4,0,0,3,3,4,0,0,1,1,0
AKR1C7P,0,0,1,3,5,0,1,0,1,0
AKR1D1,0,0,5,21,8,0,0,0,0,1
AKR1E2,40,22,48,23,68,56,74,69,39,34
AKR7A2,712,412,1433,706,1373,961,1405,1822,1119,955
AKR7A3,66,51,98,69,81,55,106,147,90,88
AKR7L,40,37,57,44,42,35,53,37,55,67
AKT1,4044,1621,4296,2892,4772,5144,6278,5866,4311,1841
AKT1S1,1871,562,1870,1217,2107,2081,2477,2283,1685,802
AKT2,3411,1785,3327,4078,4599,3460,5283,5088,3964,3402
AKT3,1149,1027,2827,1305,5295,2733,3518,5245,2924,1740
AKT3-IT1,13,10,6,31,22,15,24,12,17,41
AKTIP,698,640,2048,904,2918,1839,2513,3727,1714,1275
ALAD,3212,1675,5444,2269,6298,4164,5865,7517,5387,3570
ALAS1,565,353,1068,615,2216,1067,1354,2002,1019,408
ALAS2,16,21,11,22,14,4,3,11,0,195
ALB,45,26,45,25,75,51,86,69,104,41
ALCAM,2145,1566,5727,1541,10679,5091,6987,14664,8263,3561
ALDH16A1,311,120,360,268,393,393,357,465,296,165
ALDH18A1,556,334,1094,637,1620,833,1114,1935,979,478
ALDH1A1,294,244,594,1307,979,387,1550,432,398,820
ALDH1A2,26,31,80,47,93,47,68,108,102,47
ALDH1A3,56,71,159,52,168,116,76,262,159,85
ALDH1A3-AS1,105,101,261,33,132,223,65,358,226,57
ALDH1B1,86,41,235,97,229,118,319,261,257,105
ALDH1L1,4576,1290,3458,4365,4432,2246,4182,3884,2949,1780
ALDH1L1-AS1,15,1,5,32,17,4,12,5,8,9
ALDH1L1-AS2,61,45,129,53,201,121,167,221,159,97
ALDH1L2,181,58,317,180,327,170,145,400,328,271
ALDH2,5340,2923,9486,7987,10983,7162,10174,12858,6135,4303
ALDH3A1,122,40,349,63,114,10,34,72,12,6
ALDH3A2,1968,966,2663,1198,3867,2360,3338,4244,3092,1307
ALDH3B1,177,82,279,246,289,245,365,348,286,243
ALDH3B2,1,0,6,18,6,1,0,0,11,3
ALDH4A1,1856,1194,3117,4261,3092,2313,3481,3168,1960,2118
ALDH5A1,1900,1462,4480,1563,7413,3055,4130,9002,5163,2319
ALDH6A1,2671,1612,6174,4504,8242,4981,6757,11714,5814,5405
ALDH7A1,2187,1581,3965,2446,7196,4075,6331,7518,4236,3009
ALDH7A1P1,11,2,23,27,17,15,37,16,10,36
ALDH7A1P2,2,0,2,0,1,0,0,1,1,2
ALDH8A1,104,23,67,231,84,88,183,71,146,91
ALDH9A1,1090,999,3683,1559,5356,2114,3350,5522,2668,2008
ALDOA,35358,14383,48334,18400,63746,55796,62968,69242,39924,12372
ALDOB,46,13,50,43,61,32,52,59,74,20
ALDOC,8197,5192,16018,12606,25215,11860,19012,25950,11832,8657
ALG1,170,120,294,157,433,316,433,549,343,210
ALG10,10,4,24,5,28,19,17,64,32,16
ALG10B,30,14,43,22,86,24,34,124,71,38
ALG11,105,75,178,145,371,189,282,428,253,275
ALG12,304,220,482,370,642,346,577,816,451,430
ALG13,323,218,602,543,1204,507,846,1165,750,631
ALG14,187,126,434,232,731,409,642,724,380,322
ALG14-AS1,2,1,9,12,1,5,5,5,2,14
ALG1L10P,25,4,14,23,22,17,36,35,42,16
ALG1L11P,25,4,11,18,14,17,38,32,29,20
ALG1L13P,20,8,12,9,35,13,20,23,25,12
ALG1L1P,11,6,14,4,15,9,25,15,18,8
ALG1L2,28,35,50,20,136,69,76,95,70,22
ALG1L3P,1,0,4,1,4,2,1,1,2,0
ALG1L5P,0,0,2,3,5,0,2,0,0,1
ALG1L8P,0,1,8,4,13,2,4,4,2,3
ALG1L9P,190,109,260,73,231,301,341,298,262,188
ALG2,234,162,487,446,873,337,731,990,527,266
ALG3,286,187,448,258,563,486,670,679,454,242
ALG3P1,2,1,3,5,3,2,2,0,1,4
ALG5,100,53,173,67,284,160,218,322,181,158
ALG6,84,54,142,91,248,115,199,253,197,161
ALG8,294,151,571,264,949,478,818,1052,481,306
ALG9,199,168,504,305,1485,538,679,1217,592,280
ALK,151,124,286,122,539,276,315,972,565,154
ALKAL1,1,1,2,1,8,2,3,3,2,2
ALKAL2,148,78,258,166,254,290,268,655,319,94
ALKBH1,136,85,221,166,388,197,305,409,243,137
ALKBH2,176,48,178,120,229,150,203,277,173,74
ALKBH3,162,126,322,172,514,261,374,460,289,155
ALKBH3-AS1,13,11,22,21,32,15,26,41,30,33
ALKBH4,447,171,479,265,438,635,660,664,481,154
ALKBH5,1919,964,3888,2503,6102,3235,3763,6762,4826,1540
ALKBH6,135,70,106,68,166,125,192,175,164,115
ALKBH7,540,167,676,308,799,819,875,936,525,278
ALKBH8,130,107,360,115,737,448,499,811,504,248
ALLC,28,15,8,21,7,29,11,9,12,6
ALMS1,879,383,1633,673,1875,904,1164,2437,1419,1774
ALMS1-IT1,28,7,40,40,44,11,24,35,36,37
ALMS1P1,25,17,42,31,29,51,35,58,83,65
ALOX12,155,61,121,137,179,137,339,140,193,249
ALOX12-AS1,99,79,129,117,187,113,270,214,187,253
ALOX12B,83,25,69,18,101,105,78,90,82,19
ALOX12P2,216,101,111,160,219,143,264,203,319,352
ALOX15,66,54,60,50,48,49,81,56,70,34
ALOX15B,9,6,24,35,29,7,10,8,12,5
ALOX15P2,7,9,5,13,7,5,5,5,3,2
ALOX5,152,56,113,90,204,160,182,212,205,201
ALOX5AP,29,7,39,54,47,48,39,79,31,44
ALOXE3,83,26,98,27,88,80,85,130,95,27
ALPG,1,1,1,7,3,0,0,1,2,0
ALPI,0,0,2,11,5,0,0,0,0,0
ALPK1,301,203,475,395,726,256,696,515,395,277
ALPK2,1,0,11,17,7,1,1,0,0,0
ALPK3,289,174,508,684,552,296,471,541,370,363
ALPL,713,512,824,1280,731,888,1327,817,697,412
ALPP,0,0,3,9,2,0,0,0,0,0
ALS2,508,463,1101,584,2046,1088,1189,2720,1474,735
ALS2CL,209,269,390,376,441,546,806,451,622,418
ALX1,0,0,2,11,5,0,1,1,0,0
ALX3,4,1,4,5,2,2,5,1,5,3
ALX4,155,50,309,67,125,67,53,84,75,50
ALYREF,202,62,280,171,398,303,290,474,237,119
AMACR,12,6,41,18,20,26,36,49,28,39
AMBN,28,20,95,31,218,92,154,128,20,7
AMBP,10,3,17,19,22,11,16,10,16,13
AMBRA1,1626,802,2600,1016,3532,2163,2792,3590,2158,861
AMD1,1262,979,3248,1798,6786,3554,4982,8611,4078,1856
AMD1P1,4,0,2,2,5,7,0,2,3,5
AMDHD1,38,34,85,16,123,74,84,117,53,26
AMDHD2,426,198,219,143,283,406,517,362,379,119
AMELX,2,0,1,2,3,5,1,3,2,1
AMELY,0,0,0,0,0,0,0,0,0,0
AMER1,233,148,413,126,545,312,398,724,474,183
AMER2,3644,2006,7795,4150,11138,6205,9679,14692,8017,8126
AMER3,869,431,1385,160,1341,1019,1272,1851,1372,265
AMFR,2491,1695,5678,2461,9105,4503,6420,9961,6291,2622
AMH,717,607,504,333,404,826,1722,839,622,246
AMHR2,1,0,12,20,10,0,1,1,1,1
AMIGO1,1373,1128,3550,478,4925,3013,3756,6746,3507,843
AMIGO2,223,121,400,227,758,191,416,711,276,207
AMIGO3,1,0,0,0,0,0,0,0,0,0
AMMECR1,118,48,148,175,241,151,224,209,208,160
AMMECR1L,247,183,406,547,753,329,527,857,534,388
AMMECR1LP1,0,5,6,10,5,5,5,9,6,3
AMN,28,6,27,27,16,28,20,19,25,13
AMN1,124,75,255,90,390,258,365,568,327,217
AMOT,1308,1267,4656,2304,6505,2353,3992,8523,3604,3864
AMOTL1,641,391,1303,1708,2400,992,1365,2804,1759,1186
AMOTL2,1093,640,2559,1179,2122,1865,3072,2787,2107,2505
AMPD1,0,1,5,9,7,0,1,1,0,1
AMPD2,8864,4941,13243,3209,16724,16186,17897,17691,12162,1966
AMPD3,487,311,1053,540,1178,433,943,1687,786,1045
AMPH,625,468,1515,265,2296,1852,1569,3185,2105,623
AMT,948,694,871,713,1146,1329,1762,1393,1233,647
AMTN,0,0,1,2,0,0,0,0,0,0
AMY1A,0,0,0,1,0,0,0,0,0,0
AMY1B,0,1,0,2,0,0,4,0,0,0
AMY1C,0,0,0,1,0,0,0,0,2,2
AMY2A,23,5,11,11,5,9,21,13,23,17
AMY2B,408,215,350,333,527,385,643,498,630,442
AMYP1,0,0,0,1,2,0,1,0,0,0
AMZ1,992,409,1579,729,1118,1417,1102,1670,1361,640
AMZ2,1591,1003,2801,1070,4340,3010,4122,4579,2559,1064
AMZ2P1,398,228,572,212,927,794,972,1245,711,382
AMZ2P2,1,0,3,10,6,0,0,1,2,5
ANAPC1,294,212,557,204,1116,476,687,1169,684,327
ANAPC10,58,35,124,88,256,108,183,319,143,117
ANAPC11,434,125,433,338,568,490,648,656,418,245
ANAPC13,492,317,1189,466,1900,1322,1858,2512,1063,596
ANAPC15,68,22,54,34,93,89,90,123,79,47
ANAPC15P2,0,0,0,3,2,0,1,1,0,1
ANAPC16,515,309,857,860,1302,1021,1380,1612,954,798
ANAPC1P1,5,0,11,18,25,6,3,9,14,3
ANAPC1P3,0,0,0,1,1,0,0,0,1,0
ANAPC1P4,11,2,15,24,51,2,15,26,22,11
ANAPC2,2825,1430,2993,1639,4048,3744,4649,3907,3178,1380
ANAPC4,226,166,393,262,712,400,599,696,487,510
ANAPC5,2024,1405,3834,1777,6210,4258,6233,7619,4315,3056
ANAPC7,794,589,1508,856,2701,1450,2411,2388,1333,731
ANG,7,2,18,7,9,7,3,12,5,6
ANGEL1,1106,869,2314,667,3079,1897,2534,3557,2447,1332
ANGEL2,781,437,1359,509,2521,1364,1870,3131,2070,926
ANGPT1,44,26,290,118,200,57,94,313,174,279
ANGPT2,149,52,177,1050,224,153,281,366,137,248
ANGPT4,12,5,8,3,18,7,11,13,15,15
ANGPTL1,28,34,83,39,93,57,71,118,70,85
ANGPTL2,459,161,910,470,1146,450,770,1019,452,566
ANGPTL3,11,3,8,15,21,2,9,11,8,8
ANGPTL4,3862,232,417,9713,640,400,648,581,604,715
ANGPTL5,12,5,13,14,34,4,10,10,3,6
ANGPTL6,19,9,23,21,40,39,36,25,25,28
ANGPTL7,18,8,7,20,22,6,11,12,12,22
ANGPTL8,15,3,16,37,9,18,33,19,15,33
ANHX,18,7,2,6,9,5,43,1,3,1
ANK1,214,167,333,153,442,396,604,669,555,332
ANK2,9636,8715,31299,6475,53076,24849,27618,60317,35612,12450
ANK2-AS1,9,5,13,6,14,7,11,7,13,42
ANK3,3706,2661,11957,2512,16948,8959,10596,21614,12186,7052
ANKAR,104,56,175,132,232,148,222,264,237,328
ANKDD1A,762,387,752,776,1118,789,1146,1267,1093,1063
ANKDD1B,87,35,83,54,138,49,99,72,140,106
ANKEF1,42,24,126,38,144,53,66,162,99,43
ANKFN1,155,75,358,252,451,90,153,395,238,378
ANKFY1,2026,1522,4214,1915,5730,2485,4073,7397,4686,3130
ANKH,2793,1985,6402,2620,7606,5162,7386,11232,7357,3147
ANKHD1,47,13,65,81,78,49,74,57,85,117
ANKHD1-EIF4EBP3,39,26,52,69,94,59,86,101,95,109
ANKIB1,1311,1104,5080,2368,6255,3957,5191,8133,4680,5653
ANKK1,79,71,125,124,153,152,195,157,163,45
ANKLE1,80,41,76,102,63,68,140,80,102,61
ANKLE2,1036,586,1566,1017,2802,1390,1892,2785,1689,939
ANKMY1,830,350,859,377,977,520,702,822,842,466
ANKMY2,551,380,1254,338,2999,1237,1506,2625,1327,467
ANKRA2,146,100,383,185,554,366,548,784,457,334
ANKRD1,2,1,4,11,6,2,3,2,2,3
ANKRD10,917,481,992,1349,1801,1075,1698,1966,1700,1197
ANKRD11,12479,4890,11851,10724,11047,20054,18499,16510,18624,10886
ANKRD11P1,0,0,4,10,9,0,1,0,1,0
ANKRD12,4004,2457,6111,6200,10560,10608,11008,13689,9926,7642
ANKRD13A,970,483,1315,825,2267,1146,2145,2098,1749,1397
ANKRD13B,4396,1784,3125,1478,3278,3757,4877,3811,4018,1502
ANKRD13C,436,232,722,350,1398,724,922,1543,991,530
ANKRD13D,3450,1731,3699,2261,3734,4291,5506,3925,3246,1487
ANKRD16,445,298,710,293,823,633,776,1131,793,306
ANKRD17,3104,3250,11190,4894,14836,10564,12900,18644,12303,6837
ANKRD18A,1052,641,1372,10056,2113,3149,2068,1469,1600,2811
ANKRD18B,48,22,79,50,67,190,66,43,64,100
ANKRD18DP,56,29,77,73,126,106,116,118,83,82
ANKRD18EP,50,39,108,20,258,64,115,258,172,63
ANKRD19P,524,380,394,878,608,583,1040,829,722,438
ANKRD2,39,32,70,47,53,83,81,106,59,20
ANKRD20A11P,2223,1227,1397,436,2003,1837,3697,480,160,808
ANKRD20A17P,4,1,1,2,2,1,11,1,2,1
ANKRD20A18P,1,5,2,3,2,4,11,3,9,9
ANKRD20A2P,10,11,9,8,9,34,29,19,23,17
ANKRD20A5P,120,62,98,166,117,176,141,61,131,66
ANKRD20A8P,205,162,98,158,113,468,254,182,289,201
ANKRD22,9,0,5,48,18,2,12,5,4,9
ANKRD23,53,26,37,81,66,49,93,56,66,98
ANKRD24,1441,562,1460,1041,1297,2224,1912,1543,1458,708
ANKRD26,1712,1109,2130,2639,2953,3975,3999,3910,3246,3797
ANKRD26P3,96,52,84,157,70,44,94,47,80,158
ANKRD26P4,5,14,12,25,38,11,11,21,20,19
ANKRD27,688,498,1387,754,1605,1024,1499,1969,1256,904
ANKRD28,1314,1042,3083,993,5569,2422,3553,5288,2749,1894
ANKRD29,251,166,425,234,691,338,681,835,474,402
ANKRD30A,0,0,16,14,9,3,6,4,3,5
ANKRD30B,192,109,152,124,236,154,277,141,136,360
ANKRD30BL,206,88,129,131,191,200,259,194,287,190
ANKRD30BP1,20,6,21,12,12,11,7,10,9,14
ANKRD31,28,12,85,44,85,51,82,83,62,85
ANKRD33,5,2,14,13,14,4,9,3,6,3
ANKRD33B,208,30,132,113,330,208,211,185,192,41
ANKRD34B,988,456,1161,317,1695,1337,2640,2159,1427,246
ANKRD34C,32,26,89,65,98,106,125,203,93,22
ANKRD34C-AS1,49,32,104,28,166,113,99,258,125,25
ANKRD35,181,88,278,174,328,291,334,453,313,247
ANKRD36,864,496,1119,2207,1341,1229,1776,1046,1776,2884
ANKRD36B,557,373,505,716,392,1541,1217,872,654,1126
ANKRD36BP1,0,0,0,0,0,0,0,0,0,0
ANKRD36BP2,159,81,212,68,205,231,269,417,313,413
ANKRD36C,1152,554,1408,2301,1627,2605,2269,2126,2145,4137
ANKRD37,80,16,102,113,97,65,142,93,82,123
ANKRD39,151,101,228,187,313,258,371,296,264,308
ANKRD40,1962,1668,4839,3807,4554,3898,4943,6479,5436,7049
ANKRD40CL,2,0,8,15,8,0,0,1,3,1
ANKRD42,595,390,1119,568,1668,996,1297,2042,1109,413
ANKRD42-DT,60,47,42,88,66,87,113,88,127,190
ANKRD44,104,90,268,236,458,228,336,465,298,576
ANKRD44-AS1,1,0,2,5,1,1,2,0,1,3
ANKRD44-IT1,6,5,24,18,29,21,13,12,13,48
ANKRD45,128,115,347,103,683,236,359,629,303,126
ANKRD46,529,372,1360,507,2470,1494,1920,3354,1746,728
ANKRD49,162,98,260,206,422,345,497,471,356,287
ANKRD49P2,2,2,3,23,5,6,2,5,1,12
ANKRD50,396,304,1136,322,2514,1044,1166,3242,1357,671
ANKRD52,2489,1534,3218,2484,4876,3302,4488,5398,4091,1954
ANKRD53,107,39,148,95,128,60,74,106,105,59
ANKRD54,1228,642,1814,1215,2072,1568,2282,2296,1338,741
ANKRD55,80,43,155,26,292,125,104,527,260,93
ANKRD6,262,144,490,213,541,379,398,740,638,355
ANKRD60,0,0,2,1,2,0,0,0,0,0
ANKRD61,28,8,32,29,33,24,46,30,27,46
ANKRD62,4,0,21,11,9,6,3,1,1,9
ANKRD62P1,0,0,1,0,0,1,0,1,1,0
ANKRD63,1620,369,1727,57,1240,1790,1310,2438,2246,120
ANKRD65,1090,374,800,471,863,830,922,1162,818,580
ANKRD66,39,13,184,31,92,10,20,50,7,2
ANKRD7,6,4,18,11,37,13,20,23,13,8
ANKRD9,601,109,356,420,273,478,712,689,887,449
ANKS1A,1849,1225,2284,2099,3467,1831,3142,3078,3023,1418
ANKS1B,4467,2437,8374,3869,14477,11244,13099,17063,8080,4374
ANKS3,1155,549,900,869,946,1265,1905,1199,1200,848
ANKS4B,43,31,36,38,24,40,43,42,51,65
ANKS6,467,256,674,440,732,586,973,802,770,661
ANKUB1,37,10,40,61,83,3,12,27,4,8
ANKZF1,839,495,772,456,1057,1016,1501,1191,1254,697
ANLN,747,442,2013,1470,2674,1928,2183,4014,3410,4527
ANO1,50,25,107,51,90,42,94,116,100,103
ANO10,386,299,949,448,1555,804,1038,1861,928,558
ANO2,213,116,321,300,514,262,323,365,223,96
ANO3,6810,6257,17708,2491,35729,12487,24703,30011,13008,1634
ANO4,137,100,430,224,564,426,671,906,545,551
ANO5,319,205,491,246,793,557,706,1136,859,385
ANO6,492,309,840,1208,950,273,701,1244,699,902
ANO7,246,81,131,299,166,113,211,155,188,161
ANO8,6297,1602,2455,2166,2850,2511,3772,3091,4373,1765
ANO9,93,35,58,34,45,78,138,28,87,33
ANOS1,831,457,1826,1417,3704,668,2181,3398,1453,1346
ANP32A,1208,635,2667,1145,3990,2562,3168,4936,2109,1971
ANP32AP1,24,14,27,23,30,20,36,37,27,59
ANP32B,779,453,1503,1447,1406,1797,1575,1947,1372,2543
ANP32BP1,2,1,2,5,6,4,0,4,1,9
ANP32D,1,0,2,0,3,1,1,0,3,6
ANP32E,1266,886,3222,1941,5303,2735,3907,5674,2739,2228
ANPEP,91,142,124,293,144,174,194,119,183,136
ANTKMT,678,105,361,389,283,523,667,534,437,221
ANTXR1,1335,820,3463,2032,4049,787,2164,3279,1957,2292
