symbol,SL32271,SL5882,SL6338,SL6407,SL6409,SL6663,SL6670,SL7380,SL7622,SL7854
VPREB1,0,0,0,1,3,0,0,0,0,0
VPREB3,7,1,3,15,12,11,12,20,5,5
VPS11,1477,1203,3181,1020,4779,2369,3600,5233,2933,1193
VPS13A,808,596,1971,909,2754,1536,2600,3092,1770,1336
VPS13B,860,640,2059,829,3304,1290,1723,3618,2188,1594
VPS13C,1114,647,2333,1279,3617,1484,2380,4181,2786,3186
VPS13D,2771,1751,5030,3812,8950,3658,5325,9644,5745,3317
VPS16,672,342,932,358,1352,927,1264,1421,951,483
VPS18,1361,799,2098,695,2928,2371,3015,3012,1878,726
VPS25,252,134,556,218,811,555,715,821,411,270
VPS26A,500,322,1011,536,1797,1280,1568,2762,1325,870
VPS26B,3297,1986,5157,1531,7621,4558,5781,8558,5549,1516
VPS26BP1,5,2,8,8,5,8,5,5,2,13
VPS26C,545,330,881,544,1488,834,1220,1776,1090,666
VPS26CP1,1,0,3,7,4,0,0,0,0,1
VPS28,2590,1127,2838,1828,3719,4328,4247,4034,3110,1361
VPS29,477,270,834,461,1476,1024,1513,1726,933,722
VPS33A,194,157,412,182,570,356,567,750,526,257
VPS33B,492,282,701,260,1234,755,957,1251,891,409
VPS33B-DT,10,2,15,14,21,7,11,14,13,3
VPS35,2017,1452,5113,1463,8814,4633,6066,10684,4453,2302
VPS35L,1089,687,2294,963,3498,1630,2475,3938,2064,1321
VPS35P1,0,1,4,7,5,0,1,2,0,0
VPS36,512,431,1195,560,1875,1370,1864,2402,1318,898
VPS37A,552,336,1143,504,1773,918,1377,2287,1295,822
VPS37B,708,271,998,1877,1955,920,1092,1359,802,643
VPS37C,803,346,986,865,1243,1102,1425,1655,970,517
VPS37D,466,109,438,121,300,451,491,536,471,145
VPS39,2893,2116,5582,1952,7508,5015,6426,9217,5710,2369
VPS41,959,883,2478,944,4432,2833,3635,5320,2730,1749
VPS45,733,621,1638,759,2772,1491,1837,3480,1595,981
VPS4A,1698,833,2446,1490,3345,2682,3329,3851,2724,1310
VPS4B,445,290,1079,328,1789,1086,1482,2241,1234,949
VPS50,389,443,1096,262,2123,1242,1592,2494,1347,585
VPS51,5839,2139,7265,2028,7794,9200,9470,8287,6128,1922
VPS52,937,632,1723,653,2720,1367,1864,2893,1625,884
VPS53,3062,2133,7485,4818,8459,8849,8294,9950,5264,2906
VPS54,360,235,595,490,981,528,802,1184,812,712
VPS72,456,207,780,522,1161,739,984,1247,692,452
VPS8,639,549,1216,906,2172,1197,1448,3004,1682,1145
VPS9D1,2326,881,1633,1231,1789,2264,2880,1712,1904,887
VPS9D1-AS1,226,85,143,243,253,277,259,177,227,219
VRK1,197,106,301,92,539,319,459,609,300,175
VRK2,77,44,223,114,208,146,158,239,164,443
VRK3,576,307,1001,681,1432,1138,1391,1689,930,741
VRTN,1,1,14,14,8,1,0,6,7,2
VSIG1,20,27,21,16,77,39,58,63,55,16
VSIG10,206,143,409,230,532,307,483,653,378,435
VSIG10L,203,109,225,92,300,264,249,308,311,94
VSIG2,86,83,149,136,139,164,239,108,64,111
VSIG4,90,20,70,247,84,53,89,68,39,48
VSIG8,54,16,50,47,43,39,105,63,43,47
VSIR,2261,673,1613,3761,2887,1658,2337,2783,1656,1434
VSNL1,1453,1284,3840,366,9352,6729,3045,21576,10550,2682
VSTM1,4,0,3,13,7,2,1,3,1,0
VSTM2A,948,523,1984,114,4817,2066,2127,6241,3373,596
VSTM2A-OT1,126,62,270,82,535,380,384,765,500,544
VSTM2B,1413,400,1314,758,1562,1727,2150,2686,2085,880
VSTM2B-DT,191,115,116,47,146,165,278,267,255,73
VSTM2L,2428,766,2602,544,3276,3036,2623,3867,2791,812
VSTM4,375,364,1290,651,1594,816,1257,2048,1183,1008
VSTM5,19,16,48,16,95,86,48,328,197,52
VSX1,46,29,98,61,139,62,117,147,94,140
VSX2,23,9,34,15,32,20,21,38,19,1
VTA1,449,331,1240,433,2200,1176,1601,2742,1264,673
VTA1P1,2,0,2,5,5,0,0,0,0,0
VTCN1,2,1,6,14,10,1,5,13,62,7
VTI1A,194,111,393,220,805,335,360,997,519,308
VTI1B,986,722,2185,770,3588,2148,2639,4638,2419,1205
VTI1BP4,0,0,0,4,3,0,0,0,0,1
VTN,159,97,119,101,186,222,305,175,190,125
VTRNA1-1,0,0,0,2,4,3,1,0,1,0
VTRNA1-2,0,0,1,0,0,0,0,0,0,0
VTRNA1-3,1,0,0,3,1,0,0,0,0,0
VTRNA2-2P,0,0,1,2,0,0,0,0,0,1
VTRNA3-1P,1,0,2,2,0,0,0,0,0,0
VWA1,4560,556,3112,2430,1959,2337,3022,3578,2677,2278
VWA2,82,68,153,60,187,98,175,110,114,88
VWA3A,1114,299,1358,1024,1294,250,371,502,375,359
VWA3B,297,99,808,364,536,28,88,306,31,56
VWA5A,859,492,784,462,2032,1352,1446,3027,1501,515
VWA5B1,365,74,594,188,346,25,66,185,60,58
VWA5B2,4557,2049,3360,1416,3567,4934,6151,2608,5455,1889
VWA7,734,549,943,181,516,658,1264,945,1015,230
VWA8,385,428,1069,346,1739,707,1034,1773,1135,683
VWA8P1,0,0,2,9,1,5,6,0,3,15
VWC2,101,55,238,66,963,492,358,836,396,155
VWC2L,15,5,47,9,60,42,30,188,128,51
VWC2L-IT1,1,0,1,0,0,0,0,0,0,3
VWCE,512,186,442,232,393,217,385,214,166,121
VWDE,51,35,51,37,83,66,89,143,58,48
VWF,9881,2926,6059,8983,7324,4840,12310,7567,5634,5227
VWFP1,6,1,3,3,9,2,5,3,3,1
VXN,1554,1190,4083,1570,6230,4297,5947,6572,2842,2091
WAC,2715,2001,6652,3375,9349,6346,7900,13748,7591,5008
WAKMAR2,10,0,25,23,25,18,25,13,10,24
WAPL,641,472,1762,981,2441,1643,2145,3592,1728,1724
WARS1,2003,931,2776,5873,5368,2734,3500,5874,2880,1001
WARS1P1,0,0,0,0,0,1,0,0,0,1
WARS2,95,84,218,100,464,160,257,399,172,120
WARS2-AS1,92,43,103,133,233,77,148,149,146,146
WARS2P1,0,0,0,0,0,0,0,0,0,0
WAS,149,52,144,104,148,126,125,187,153,183
WASF1,3565,3178,9722,1054,17632,7973,11736,16829,8288,1959
WASF1P1,0,0,3,10,1,0,0,0,0,1
WASF2,3015,1502,5195,5946,5948,4384,5384,6952,3736,5849
WASF3,2600,2315,7603,3677,10019,5072,6979,13843,7795,4767
WASF5P,2,0,0,1,3,0,0,1,0,1
WASH2P,332,188,316,247,358,380,583,465,400,223
WASH6P,23,6,12,13,13,8,23,14,25,12
WASH8P,568,142,450,192,798,174,1460,294,509,166
WASHC1,150,76,220,143,307,202,419,354,114,174
WASHC2A,99,47,192,118,526,195,249,160,101,204
WASHC2C,183,185,485,180,724,461,405,609,616,326
WASHC3,253,160,624,256,1077,683,725,1137,593,393
WASHC4,437,320,1283,882,1968,1132,1431,2737,1290,1481
WASHC5,376,363,1105,458,2084,784,1205,2305,1263,852
WASHC5-AS1,4,0,4,4,27,3,6,7,6,7
WASIR1,1,0,0,0,3,0,1,0,1,1
WASIR2,11,0,17,14,11,14,8,20,24,9
WASL,1243,1045,3895,1161,6073,3529,4665,7754,4297,1941
WASL-DT,51,37,115,39,203,115,198,259,141,82
WBP1,732,249,498,273,515,581,862,694,630,282
WBP11,1397,831,3196,873,4523,2743,3331,5924,3636,1380
WBP11P1,1,0,4,4,6,3,6,9,3,2
WBP1L,1015,526,1455,1516,2405,1350,1753,2576,1589,1252
WBP1LP1,3,2,3,11,1,6,2,0,3,1
WBP1LP5,0,0,0,3,3,0,1,0,0,0
WBP2,10210,4327,13777,6233,16089,12666,16101,19667,11661,6599
WBP2NL,113,58,94,78,179,113,166,124,140,219
WBP2P1,0,0,1,0,0,0,0,0,0,0
WBP4,563,333,1027,588,1691,1618,1833,2234,1285,918
WDCP,95,57,207,152,268,150,256,444,258,126
WDFY1,433,341,1107,683,2047,955,1236,2475,1425,870
WDFY2,203,170,541,385,875,379,600,1053,592,819
WDFY3,2184,1554,5157,2595,7689,3067,4716,9827,5503,4468
WDFY3-AS1,0,1,0,1,0,0,1,0,1,0
WDFY3-AS2,303,227,804,599,1102,805,1202,1701,639,972
WDFY4,75,30,116,86,141,116,124,284,105,187
WDHD1,100,76,246,79,448,297,286,585,370,174
WDPCP,204,151,408,283,659,489,543,746,562,423
WDR1,1966,876,3013,4409,4721,1969,2911,5448,3669,2232
WDR11,691,573,1464,641,2469,1044,1599,2853,1767,967
WDR11-DT,57,25,67,37,107,53,82,113,84,88
WDR12,487,292,1173,428,3314,1346,1531,2300,1208,476
WDR13,6715,2820,7869,4759,10250,10298,12742,9966,6583,2333
WDR17,1129,813,2153,434,4212,1979,2953,4156,2675,1084
WDR18,1357,441,1368,537,1327,1395,1329,1212,1048,391
WDR19,754,532,1333,800,1807,815,1348,1991,1304,895
WDR20,533,242,722,527,1230,605,897,1251,827,634
WDR24,1057,374,1067,504,1053,1149,1318,1070,798,361
WDR25,252,128,484,190,577,366,497,720,426,188
WDR26,1289,926,2678,1469,5025,2134,3018,5189,3260,1780
WDR27,345,221,401,401,556,427,629,644,606,484
WDR3,349,267,827,337,1549,890,982,1824,927,386
WDR31,307,197,772,232,864,546,713,1358,698,485
WDR33,984,503,1693,926,2268,1627,1990,2908,1894,1318
WDR35,386,327,1161,358,1875,624,1023,1954,1208,701
WDR35-DT,5,1,4,3,11,9,5,16,5,4
WDR36,196,125,450,276,758,374,540,907,619,374
WDR37,807,481,1495,764,2859,1277,1528,3060,2123,694
WDR38,275,51,446,138,284,12,53,138,8,26
WDR4,238,86,300,290,376,427,518,441,294,189
WDR41,395,381,915,410,1730,864,1276,2019,1166,623
WDR43,309,186,600,378,1149,564,800,1289,676,639
WDR44,434,272,1052,316,1769,865,1011,2179,1134,629
WDR45,480,165,407,348,694,578,807,754,458,269
WDR45B,1570,937,3026,2150,4444,2587,3396,5560,3336,2080
WDR46,485,329,795,311,1169,1077,1245,1216,832,345
WDR47,1691,1669,4880,959,9816,3590,5485,9625,5022,1344
WDR48,779,764,2512,799,3479,2006,2540,5471,2948,1455
WDR49,122,22,160,79,140,33,63,147,78,113
WDR4P1,0,0,3,4,1,0,0,0,0,0
WDR5,997,478,1198,817,1756,1484,1774,2338,1723,667
WDR53,72,32,144,77,179,114,136,226,158,87
WDR54,737,343,1263,324,1395,1096,1409,1261,815,278
WDR55,298,160,315,325,528,337,535,663,511,288
WDR59,1113,695,1833,1252,2443,1705,2321,2656,2290,1551
WDR5B,41,32,91,44,153,79,101,212,92,83
WDR5B-DT,31,11,30,57,65,26,42,33,44,83
WDR6,6206,4042,9151,4876,11564,9225,10305,13370,10228,3786
WDR62,94,51,112,106,144,111,158,108,153,81
WDR64,5,1,17,27,29,4,4,11,14,7
WDR7,1226,846,3290,651,6262,2510,3212,6984,3891,1044
WDR70,230,124,375,267,649,441,562,644,467,414
WDR72,0,1,11,16,13,1,2,1,1,0
WDR73,688,370,700,786,1099,819,1216,1194,974,1018
WDR74,382,200,649,594,862,740,906,763,478,198
WDR75,306,187,551,286,786,500,610,1045,749,488
WDR76,14,27,59,103,65,28,68,73,60,58
WDR77,267,136,439,184,890,451,652,917,393,203
WDR81,1934,832,2096,689,1986,2075,2834,2325,2226,1036
WDR82,2558,2192,7938,3348,13927,7454,9302,15397,7292,2863
WDR83,116,48,142,149,189,168,245,203,164,134
WDR83OS,153,54,217,138,284,280,314,379,250,137
WDR86,519,196,624,593,789,782,784,692,467,197
WDR86-AS1,20,7,28,23,40,22,17,39,16,7
WDR87,21,7,26,29,24,10,12,23,24,19
WDR87BP,26,15,39,29,59,38,54,57,43,59
WDR88,80,44,108,33,192,71,99,151,149,36
WDR89,110,54,278,105,421,222,322,496,268,252
WDR90,2322,643,1406,805,1232,1144,1749,1118,1555,609
WDR91,789,409,885,752,1583,946,1493,1541,1073,610
WDR93,113,40,154,139,200,54,73,158,82,90
WDR97,1140,579,411,434,1257,2049,1697,917,1019,428
WDSUB1,136,73,245,173,401,284,376,439,274,216
WDTC1,4567,3252,9257,3124,9816,7335,9855,11242,7443,3148
WEE1,50,18,135,206,149,33,82,129,104,111
WEE2,1,5,17,11,31,3,6,7,10,19
WEE2-AS1,20,17,33,19,48,35,49,40,48,56
WEE2P1,11,2,3,11,1,1,6,2,5,6
WFDC1,173,76,229,281,361,385,570,816,297,172
WFDC10A,0,0,0,1,2,0,0,0,0,0
WFDC10B,1,0,2,5,4,0,2,3,1,0
WFDC11,0,0,4,2,5,0,0,2,0,0
WFDC12,1,0,0,8,2,0,0,0,0,0
WFDC13,1,1,9,2,4,0,1,3,2,1
WFDC2,138,21,113,96,80,42,132,63,124,48
WFDC21P,3,7,7,15,18,6,17,11,16,24
WFDC3,30,10,24,37,30,20,22,24,8,21
WFDC5,0,0,5,7,1,1,0,0,1,0
WFDC6,0,0,1,7,2,0,0,0,1,1
WFDC8,0,0,3,10,7,0,2,0,1,2
WFDC9,0,0,1,4,2,0,0,0,0,1
WFIKKN1,844,159,468,496,374,655,421,485,274,216
WFIKKN2,32,17,62,21,47,22,33,44,33,21
WFS1,17292,5708,17724,6044,29113,14654,12876,32169,29185,4730
WHAMM,233,83,439,361,447,435,587,720,448,420
WHRN,2502,755,2310,1990,2210,1829,2335,2410,2650,1639
WHSC1L2P,2,0,11,5,8,5,5,9,1,11
WIF1,538,776,3991,1939,7952,2270,6591,6645,1953,857
WIPF1,553,181,1327,857,1772,769,1062,1499,1154,1829
WIPF2,2530,1895,5837,4276,7505,5941,7396,9210,3975,3884
WIPF3,2801,1386,4833,3870,8275,4214,6923,7189,3889,880
WIPI1,264,145,357,417,512,385,519,534,373,435
WIPI2,1594,944,3015,1180,4497,3269,4037,5839,3442,1412
WIZ,5682,1688,4367,2632,3903,4078,4649,5396,5157,1819
WLS,1853,862,3783,2154,4139,1344,3076,5305,2526,2302
WNK1,9888,7423,23150,10273,23121,14161,15280,31128,24939,29451
WNK2,10983,3293,10115,2225,9454,7967,9341,10119,11176,2488
WNK3,214,130,596,261,1078,530,654,1501,791,377
WNK4,30,21,45,40,55,52,50,47,50,64
WNT1,359,134,133,20,244,239,337,366,643,65
WNT10A,55,22,52,18,65,83,76,134,76,24
WNT10B,1402,798,722,475,1258,1607,1920,1590,2195,483
WNT11,104,26,78,44,103,124,105,138,118,31
WNT16,18,2,28,7,12,10,36,9,9,7
WNT2,2,2,10,1,12,16,1,66,14,7
WNT2B,883,690,2037,723,2292,1512,2213,2063,1476,626
WNT3,152,128,349,186,418,413,325,597,454,174
WNT3A,1,1,10,5,3,11,13,8,7,2
WNT4,69,20,132,30,159,58,77,185,94,98
WNT5A,32,14,126,58,107,53,66,124,95,111
WNT5B,381,153,429,185,821,517,501,713,327,108
WNT6,737,96,387,120,379,568,889,320,253,57
WNT7A,154,135,694,49,500,345,582,873,458,374
WNT7B,282,146,475,404,457,401,615,428,308,259
WNT8A,79,41,56,34,98,47,127,62,107,26
WNT8B,25,5,12,30,16,16,17,15,32,18
WNT9A,120,40,181,126,112,34,31,58,49,20
WNT9B,5,6,18,15,28,7,8,22,19,13
WRAP53,201,87,350,345,337,241,312,423,216,88
WRAP73,377,242,399,362,572,531,769,644,609,375
WRN,168,95,325,219,406,186,316,469,344,412
WRNIP1,1106,518,1815,732,2246,1872,2277,3656,2151,757
WSB1,2394,1465,2997,3617,5748,3284,5839,4717,4816,5535
WSB2,3040,1804,5251,2970,8605,6041,7126,9918,5828,2694
WSCD1,1146,468,2235,955,2034,1374,1261,3411,1810,1607
WSCD2,2006,1262,3749,565,8745,3743,3951,8045,3894,723
WSPAR,0,0,1,2,0,0,0,0,1,0
WT1,80,34,97,25,210,75,170,99,61,5
WT1-AS,2,0,3,10,8,0,0,0,3,1
WTAP,488,219,839,1069,1748,1022,1405,2043,1121,698
WTAPP1,2,0,5,4,6,0,0,1,1,0
WTIP,550,207,514,360,471,538,531,670,736,435
WWC1,3907,2048,6267,4587,6498,4944,7668,8361,5252,3446
WWC2,309,229,1039,557,1055,745,877,1400,852,805
WWC2-AS1,1,1,2,3,3,1,2,1,0,4
WWC2-AS2,6,3,12,7,7,5,2,6,7,3
WWC3,606,368,1361,1325,1282,1054,1429,2122,1503,1826
WWOX,411,212,977,528,1246,618,988,1183,503,582
WWOX-AS1,1,1,2,2,5,3,6,1,2,9
WWP1,1149,953,2702,922,4304,2399,3671,5123,2436,1384
WWP1-AS1,17,8,26,20,24,17,26,34,17,6
WWP2,1591,832,2571,918,3587,2258,2943,3794,2399,1667
WWTR1,871,266,1154,2969,1362,606,1061,1748,1102,1702
WWTR1-AS1,0,0,14,12,10,2,9,7,8,8
XAB2,2056,931,2765,1055,3207,2681,3398,3396,2367,1202
XAF1,581,460,966,1495,1126,2766,2035,1468,1864,3631
XAGE-4,0,0,0,0,0,0,0,0,0,0
XAGE1A,0,0,0,0,0,0,0,0,0,0
XAGE1B,0,0,0,0,0,0,0,0,0,0
XAGE2,0,0,0,0,0,0,0,0,0,0
XAGE3,0,0,0,0,0,1,0,0,0,0
XAGE5,0,0,0,3,0,0,0,0,0,0
XBP1,764,336,991,2487,2256,1160,1718,2243,880,466
XCL1,1,3,5,4,5,3,0,2,3,1
XCL2,0,0,0,1,1,2,0,0,0,0
XCR1,1,0,9,6,1,0,0,0,0,0
XDH,3,2,17,27,12,7,11,11,17,9
XG,6,1,9,12,7,0,3,7,2,1
XIAP,1527,877,3572,2098,5608,4522,4924,8058,4147,3129
XIAPP1,0,0,1,1,0,0,0,0,0,0
XIAPP3,0,0,1,4,2,0,1,0,0,1
XIRP1,1,3,9,43,23,6,2,24,4,8
XIRP2,0,0,12,15,8,2,0,0,0,1
XIST,4866,2773,6421,4253,11652,4092,7543,12444,8647,12928
XK,176,142,487,25,740,348,474,1048,553,88
XKR3,1,0,0,5,3,0,0,0,0,1
XKR4,555,402,1544,366,2868,1921,1909,3546,1743,1074
XKR4-AS1,0,1,4,4,2,1,2,1,2,4
XKR6,504,287,598,964,822,1042,1218,888,808,751
XKR7,155,72,313,68,235,250,256,447,394,59
XKR8,334,164,438,228,465,365,497,615,461,256
XKR9,21,4,42,29,50,8,22,14,31,20
XKRX,14,7,28,16,21,7,19,14,11,12
XKRY,0,0,0,0,0,0,0,0,0,0
XKRY2,0,0,0,0,0,0,0,0,0,0
XNDC1N,28,17,51,27,84,34,58,58,35,59
XPA,228,87,360,214,707,418,656,660,423,503
XPC,702,485,1697,497,1888,1408,1822,2289,1635,1108
XPNPEP1,804,443,1438,503,2389,1257,1727,2451,1432,708
XPNPEP2,2,4,21,33,12,4,17,23,4,6
XPNPEP3,330,179,640,494,907,578,647,1090,755,717
XPO1,1301,930,2957,2654,4544,2526,3576,6392,3860,2694
XPO4,297,254,693,388,1339,482,799,1445,898,689
XPO5,748,590,1684,853,2962,1341,1756,3136,1797,872
XPO6,3537,2243,7241,3804,10001,6473,8320,12348,7601,2757
XPO7,1635,1507,5182,1581,8233,3977,5267,10569,5013,2038
XPOT,1125,760,2591,1903,4423,1856,2821,5044,2847,1669
XPOTP1,1,0,4,4,5,2,1,3,1,1
XPR1,522,462,1622,704,3439,1280,1521,4218,2005,1122
XRCC1,667,375,964,419,1183,954,1320,1198,915,479
XRCC2,42,13,62,30,53,60,69,78,111,100
XRCC3,1061,524,695,1029,758,800,1113,821,1193,716
XRCC4,106,20,133,31,170,105,159,216,131,76
XRCC5,1892,1262,4583,1974,7270,3769,5289,10589,5039,2821
XRCC6,1999,1232,4433,1747,7952,4215,4983,8554,3966,1891
XRCC6P2,2,3,9,7,15,8,22,10,6,3
XRCC6P3,0,0,3,9,1,0,0,0,0,0
XRCC6P4,2,1,11,10,6,1,2,3,9,14
XRCC6P5,0,0,7,2,4,0,0,0,0,0
XRN1,574,280,909,524,1594,583,929,1540,1222,1070
XRN2,515,341,1149,716,2084,1209,1487,2410,1495,1124
XRRA1,242,273,735,259,579,326,486,688,852,419
XXYLT1,306,177,543,152,575,479,517,770,540,251
XXYLT1-AS1,5,1,5,5,3,4,2,4,4,1
XXYLT1-AS2,4,3,4,11,6,2,7,6,4,16
XYLB,61,30,102,65,121,71,136,172,140,228
XYLT1,570,189,927,828,1302,565,700,1483,976,861
XYLT2,2010,795,1969,993,1917,1678,2430,2207,1916,1076
YAE1,90,66,154,75,292,172,253,352,184,140
YAF2,360,242,789,521,1316,1106,1320,1840,959,716
YAP1,852,442,1484,1854,1603,589,1212,2055,1194,1149
YAP1P1,3,0,4,14,10,4,3,1,6,0
YARS1,2370,1633,4638,2629,7018,4067,7218,6737,3381,1195
YARS2,163,97,293,121,439,339,432,576,247,157
YBEY,72,48,182,69,284,187,153,339,228,94
YBX1,1425,512,2103,2034,2483,2197,2351,3286,1975,1573
YBX1P4,13,6,2,29,6,13,21,6,23,17
YBX1P9,0,0,2,3,2,0,0,0,0,1
YBX2,32,13,25,18,10,44,43,11,58,26
YBX3,1386,94,320,2164,516,198,372,350,310,597
YDJC,515,113,374,188,450,624,649,485,463,166
YEATS2,1364,725,2478,888,3505,1940,2370,4216,2795,1484
YEATS4,97,66,266,72,326,241,394,446,246,120
YES1,265,200,696,712,1072,452,755,1518,746,951
YIF1A,612,278,928,625,1240,825,1170,1310,739,488
YIF1B,729,315,1144,685,1272,1209,1577,1558,1015,489
YIPF1,198,117,397,343,648,395,582,800,395,259
YIPF2,506,243,626,455,763,719,992,868,721,361
YIPF3,1718,1221,3635,1829,5740,4119,5924,5825,3012,1571
YIPF4,1330,779,2551,1154,3875,3217,4321,6001,2773,2360
YIPF5,339,186,828,286,1354,1108,1165,2040,953,618
YIPF6,863,705,2537,1528,3696,2135,3155,4977,2210,2302
YIPF7,5,1,11,23,22,13,14,19,13,13
YJEFN3,828,658,650,1426,984,1355,2174,1271,1303,678
YJU2,350,134,404,304,519,533,653,596,363,362
YJU2B,869,288,629,803,872,728,986,865,852,632
YKT6,2280,1421,3818,3058,5598,4397,5019,6699,3285,1986
YLPM1,2393,1670,6040,2359,8241,5294,6336,9579,6121,4308
YME1L1,1172,615,2372,1398,4430,2959,3572,5329,3292,1723
YME1L1P1,0,0,0,1,0,0,0,0,0,0
YOD1,154,102,345,192,643,273,438,797,405,186
YPEL1,1250,529,2061,471,3395,2211,2916,3276,1708,554
YPEL2,585,513,1769,596,3263,1658,1720,4039,2236,1182
YPEL3,2134,972,2614,1580,2969,4003,4310,4195,3242,1513
YPEL3-DT,28,7,53,12,79,32,59,75,44,38
YPEL4,321,120,331,170,426,489,524,739,546,320
YPEL5,872,522,1843,712,3286,2037,2710,4293,1913,793
YPEL5P2,11,5,3,19,12,21,17,9,9,16
YRDC,184,91,308,201,629,371,454,664,373,208
YRDCP2,1,2,3,3,3,3,2,4,2,2
YRDCP3,0,0,3,4,1,0,1,0,0,0
YTHDC1,1499,1008,3678,2111,4574,4176,4623,6092,3525,4196
YTHDC2,415,223,620,352,1272,440,728,1182,904,576
YTHDF1,1967,401,1196,1408,1956,1136,1484,2238,1441,617
YTHDF1P1,2,2,4,9,4,3,3,2,3,6
YTHDF2,520,439,1250,635,2144,1116,1416,2412,1301,603
YTHDF3,706,438,1461,825,2925,1332,1802,3439,1602,919
YTHDF3-DT,7,0,8,3,9,4,1,11,7,3
YWHAB,7447,5426,18941,7891,36068,30618,27768,46997,20276,8525
YWHAE,6490,3697,15203,7321,23439,13623,16321,28310,14175,8554
YWHAEP2,0,0,0,1,0,0,0,0,0,0
YWHAEP3,0,0,0,0,0,0,0,0,0,0
YWHAEP4,0,0,0,0,0,0,0,0,0,0
YWHAG,6171,4191,15565,3764,29760,15546,18380,34562,18555,3595
YWHAH,7096,3930,11996,2928,19883,15222,14816,29776,16185,2731
YWHAH-AS1,57,30,76,36,175,91,84,149,68,41
YWHAQ,2726,1823,6911,2862,11210,6277,8295,15637,7530,4033
YWHAQP5,5,8,25,47,21,25,21,16,14,23
YWHAQP7,0,0,4,9,5,1,3,0,4,7
YWHAZ,9445,7550,23290,5431,53233,25324,27517,53353,29292,6781
YY1,2056,1535,5442,3349,6810,5706,7111,9118,4634,3161
YY1AP1,965,548,1531,1064,2245,1280,1700,2917,1538,914
YY2,13,7,18,27,27,30,34,33,32,47
ZACN,19,10,20,18,13,16,19,28,17,13
ZAN,2,0,31,90,45,1,1,0,0,6
ZAP70,27,40,66,34,68,96,116,83,61,53
ZAR1,12,0,6,2,10,9,14,10,3,6
ZAR1L,0,0,2,1,2,0,0,2,0,1
ZBBX,237,54,317,174,300,98,168,238,131,82
ZBED1,1699,510,1921,806,1783,1374,1834,2441,1565,1164
ZBED2,24,11,28,39,160,79,76,84,68,10
ZBED3,354,158,882,327,995,595,690,1381,799,977
ZBED3-AS1,50,28,66,80,104,72,80,141,90,121
ZBED4,479,213,752,427,783,493,707,1142,865,662
ZBED5,501,337,774,510,1368,892,1276,1739,1030,787
ZBED5-AS1,68,29,138,52,166,89,122,221,110,102
ZBED6,95,43,111,186,191,71,112,178,153,217
ZBED8,117,75,223,105,294,183,328,510,324,185
ZBED9,56,26,132,25,199,96,123,310,164,52
ZBED9P1,3,3,7,33,12,17,13,13,12,25
ZBP1,4,0,14,16,21,12,4,2,15,29
ZBTB1,392,298,771,730,1665,745,1155,1637,1053,910
ZBTB10,478,267,1052,509,1469,841,1202,1929,991,831
ZBTB11,538,431,1287,576,2153,1117,1818,2926,1511,632
ZBTB11-AS1,29,10,34,27,61,52,48,69,49,42
ZBTB12,129,46,169,94,159,180,176,242,178,154
ZBTB14,191,143,464,151,623,334,471,834,516,376
ZBTB16,1733,383,679,2359,1383,1149,1009,751,1381,619
ZBTB17,1290,532,1405,1033,1506,1763,2218,1869,1300,838
ZBTB18,1207,924,3273,1294,4337,2611,3942,4484,2641,1269
ZBTB2,149,93,269,265,305,222,326,573,342,183
ZBTB20,2254,1375,4638,6525,4543,4895,5730,6553,4768,7451
ZBTB20-AS1,26,9,27,93,46,38,41,50,51,115
ZBTB20-AS3,2,0,11,13,3,11,10,6,9,13
ZBTB20-AS4,4,5,17,7,27,16,19,22,8,24
ZBTB20-AS5,2,0,2,12,4,3,7,5,1,9
ZBTB21,366,177,688,777,1589,561,809,1668,759,503
ZBTB22,1215,694,1658,560,1774,1782,2146,2176,1561,550
ZBTB24,311,142,494,104,759,441,567,1008,555,239
ZBTB25,603,257,672,447,1201,549,811,1246,1049,687
ZBTB26,106,100,306,155,480,185,370,571,343,329
ZBTB3,141,81,247,134,383,194,307,385,279,252
ZBTB32,86,27,48,56,64,46,42,85,70,50
ZBTB33,588,277,1018,403,1368,687,957,2733,1381,591
ZBTB34,201,145,464,369,825,337,503,935,593,393
ZBTB37,442,239,809,535,1234,595,1000,1511,949,1494
ZBTB38,1147,938,3157,1786,4715,2307,3666,6668,3421,2407
ZBTB39,186,113,290,190,452,220,378,648,398,215
ZBTB4,8818,4094,11371,4037,11631,8109,9923,14299,12316,5466
ZBTB40,552,437,1431,841,1568,1135,1741,2459,1501,973
ZBTB41,376,234,902,439,1296,606,949,1916,1037,817
ZBTB42,163,37,84,113,97,65,117,104,69,54
ZBTB43,511,378,1198,1389,2571,1468,1999,2215,1239,1243
ZBTB44,855,611,2344,834,3470,2400,3040,5159,2568,1719
ZBTB44-DT,7,2,15,15,30,12,9,31,10,14
ZBTB45,1200,346,1240,437,1208,1334,1425,1443,958,383
ZBTB46,740,387,799,667,737,886,1143,893,888,461
ZBTB47,7131,4364,9550,7270,10478,12387,12000,12271,9168,8141
ZBTB48,770,433,706,570,932,735,967,1005,849,556
ZBTB49,109,55,113,169,273,134,193,207,184,95
ZBTB5,189,122,466,389,695,317,468,723,411,378
ZBTB6,138,74,354,149,566,236,415,788,355,256
ZBTB7A,12130,2836,10089,5536,8349,16277,18147,12120,11463,5310
